12,8,2004,12,-122,38,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec04.w2,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec04.w1,
12,11,2004,12,-123,44,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec04.w2,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec04.w1,
12,16,2004,12,-127,50,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec04.w3,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec04.w2,
1,10,2005,12,-117,32,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan05.w2,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan05.w1,
1,16,2005,12,-124,40,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan05.w3,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan05.w2,
1,22,2005,12,-124,47,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan05.w4,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan05.w3,
3,8,2005,12,-127,50,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.mar05.w2,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.mar05.w1,
3,11,2005,12,-125,49,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.mar05.w2,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.mar05.w1,
3,26,2005,12,-124,43,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.mar05.w4,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.mar05.w3,
10,12,2005,12,-127,50,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.oct05.w2,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.oct05.w1,
10,20,2005,12,-124,43,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.oct05.w3,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.oct05.w2,
10,31,2005,12,-123,45,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.oct05.w5,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.oct05.w4,
11,7,2005,12,-122,37,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.nov05.w1,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.oct05.w5,
11,9,2005,12,-127,50,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.nov05.w2,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.nov05.w1,
11,14,2005,12,-124,41,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.nov05.w2,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.nov05.w1,
12,1,2005,12,-122,38,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec05.w1,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.nov05.w5,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.nov05.w4
12,21,2005,12,-122,37,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec05.w3,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec05.w2,
12,30,2005,12,-124,40,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec05.w5,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec05.w4,
1,9,2006,12,-123,45,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan06.w2,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan06.w1,
1,13,2006,12,-123,44,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan06.w2,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan06.w1,
1,29,2006,12,-121,36,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan06.w5,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan06.w4,
2,1,2006,12,-124,40,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.feb06.w1,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan06.w5,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan06.w4
2,27,2006,12,-122,37,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.feb06.w4,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.feb06.w3,
10,26,2006,12,-127,50,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.oct06.w4,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.oct06.w3,
11,15,2006,12,-125,49,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.nov06.w3,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.nov06.w2,
12,11,2006,12,-123,45,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec06.w2,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec06.w1,
12,21,2006,12,-124,40,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec06.w3,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec06.w2,
12,26,2006,12,-124,40,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec06.w4,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec06.w3,
1,1,2007,12,-127,50,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan07.w1,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec06.w5,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec06.w4
1,21,2007,12,-127,50,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan07.w3,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan07.w2,
2,7,2007,12,-122,38,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.feb07.w1,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan07.w5,
2,15,2007,12,-123,45,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.feb07.w3,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.feb07.w2,
3,10,2007,12,-124,40,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.mar07.w2,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.mar07.w1,
3,16,2007,12,-124,48,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.mar07.w3,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.mar07.w2,
10,18,2007,12,-124,40,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.oct07.w3,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.oct07.w2,
10,21,2007,12,-125,49,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.oct07.w3,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.oct07.w2,
11,18,2007,12,-124,41,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.nov07.w3,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.nov07.w2,
12,3,2007,12,-124,43,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec07.w1,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.nov07.w5,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.nov07.w4
12,18,2007,12,-120,35,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec07.w3,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec07.w2,
12,23,2007,12,-124,40,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec07.w4,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.dec07.w3,
1,10,2008,12,-124,40,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan08.w2,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan08.w1,
1,14,2008,12,-125,49,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan08.w2,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan08.w1,
1,31,2008,12,-124,40,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan08.w5,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.jan08.w4,
2,24,2008,12,-117,32,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.feb08.w4,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.feb08.w3,
3,17,2008,12,-124,43,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.mar08.w3,ftp://arlftp.arlhq.noaa.gov/pub/archives/gdas1/gdas1.mar08.w2,
